Index,Date,Temperature F,Precipitation,Wind Speed (mph),Dew Point F,Sea Level Pressure (mBARs)
1040,5/11/09,79.6,0,8.17,56.9,1014
1041,6/11/09,79.6,0,3.45,55.4,1012.3
1042,7/11/09,78,0,3.34,53.8,1010.6
1043,8/11/09,81.5,0,1.73,48.1,1010
1044,9/11/09,74.6379310344828,0,6.73793103448276,47.7620689655172,1013.29310344828
1045,10/11/09,78.6,0,11.97,34.4,1008.2
1046,11/11/09,71.4,0,15.19,40.5,1008.6
1047,12/11/09,72.1,0,16.11,39.3,1009.7
1048,13/11/09,73.2,0,16.11,43.2,1012.5
1049,14/11/09,71.6,0,7.25,51.4,1012.5
1050,15/11/09,74,0,4.26,46.2,1009.8
1051,16/11/09,70.8,0,4.6,48.5,1009.6
1052,17/11/09,72.4,0,3.22,34.2,1012.3
1053,18/11/09,72.8,0,1.61,34.5,1014.7
1054,19/11/09,71.5,0,4.26,38.9,1016.6
1055,20/11/09,71.9,0,1.73,40.1,1015.5
1056,21/11/09,73.2,0,1.38,46.5,1015.6
1057,22/11/09,73.1,0,4.26,46.1,1015.2
1058,23/11/09,72.2,0,4.95,53.5,1016.1
1059,24/11/09,71.3,0,6.9,50.2,1014.5
1060,25/11/09,73.5,0,4.6,57.8,1014.5
1061,26/11/09,73.3,0,4.95,52.1,1013.8
1062,27/11/09,70.5,0,5.52,44.2,1015.8
1063,28/11/09,70.5,0,7.48,46.7,1016.3
1064,29/11/09,71.7,0,7.25,43.3,1016.5
1065,30/11/09,69.7,0,4.6,44.7,1015.8
1066,1/12/09,71,0,3.45,44.4,1016
1067,2/12/09,71.6,0,8.4,45.1,1016.8
1068,3/12/09,70.8,0,6.79,46.5,1015
1069,4/12/09,68.6,0,0.81,49.1,1014.3
1070,5/12/09,68,0,4.03,45,1013.5
1071,6/12/09,66.8,0,9.55,35.3,1014.3
1072,7/12/09,65.3,0,10.93,33.6,1015.8
1073,8/12/09,65.3,0,5.18,36,1014.7
1074,9/12/09,68,0,1.96,35,1014
1075,10/12/09,67,0,10.01,39.4,1015.5
1076,11/12/09,68.2,0,12.66,41.1,1015.7
1077,12/12/09,67.8,0,6.33,44.1,1015
1078,13/12/09,70.2,0,4.83,48,1015.1
1079,14/12/09,64.5,0,16.57,48.9,1016.2
1080,15/12/09,67.4266666666667,0,6.57133333333333,43.28,1015.70333333333
1081,16/12/09,67.8,0,7.25,48.9,1018
1082,17/12/09,68.1,0,4.26,44.8,1017.4
1083,18/12/09,67.3,0,8.86,41.7,1019
1084,19/12/09,67.2,0,8.63,38,1017.1
1085,20/12/09,68.2,0,9.21,39.3,1019.7
1086,21/12/09,67.6,0,9.67,40.5,1019.9
1087,22/12/09,66.8,0,6.9,42.1,1018.1
1088,23/12/09,67.2,0,2.88,45.1,1016.6
1089,24/12/09,66.8,0,5.18,43.2,1016.6
1090,25/12/09,66.1,0,3.34,37.6,1014
1091,26/12/09,66.7,0,6.1,50.4,1012.6
1092,27/12/09,63.5,0,2.3,48.4,1013.1
1093,28/12/09,68.1,0,6.1,48.3,1013.8
1094,29/12/09,65.8,0,3.45,46.2,1013.2
1095,30/12/09,66.2,0,8.86,46.7,1014.8
1096,31/12/09,66.3,0,2.65,45.7,1015.3
1097,1/1/10,68.2,0,6.9,46.6,1014.5
1098,2/1/10,65.6,0,8.4,46,1015.2
1099,3/1/10,66.4,0,5.98,42.9,1017.6
1100,4/1/10,65.3,0,4.95,49.8,1017.3
1101,5/1/10,66.8,0,5.52,50.6,1014
1102,6/1/10,65.8,0,5.75,51.5,1013.1
1103,7/1/10,67.4,0,8.52,50.9,1015.3
1104,8/1/10,60.8,0,10.82,49.5,1017
1105,9/1/10,58.6,0,8.06,48.4,1017.2
1106,10/1/10,61.1,0,5.75,44.1,1017
1107,11/1/10,60.8,0,10.13,44.6,1016.9
1108,12/1/10,62.5,0.04,4.6,45.7,1017.4
1109,13/1/10,61.1,0,3.45,43.7,1019.2
1110,14/1/10,62.6,0,9.21,43.9,1022.5
1111,15/1/10,62.3,0,6.21,44.7,1021.5
1112,16/1/10,64.4,0,7.48,45,1022.1
1113,17/1/10,66,0,1.73,44.7,1019.2
1114,18/1/10,65.5,0,5.18,48.9,1018.5
1115,19/1/10,64.2,0,5.18,48.5,1017.6
1116,20/1/10,64.3,0,10.01,45.9,1018.7
1117,21/1/10,63.6,0,7.71,48.2,1018.2
1118,22/1/10,67.7,0,4.26,50.3,1015.3
1119,23/1/10,65.8,0,6.67,49.7,1015.2
1120,24/1/10,67.7,0,9.9,48.3,1015.2
1121,25/1/10,69.1,0,6.9,48.3,1017
1122,26/1/10,67.7,0,3.34,46.8,1016.7
1123,27/1/10,64.2,0,2.88,44.3,1015.4
1124,28/1/10,69.8,0,4.26,55.9,1014.8
1125,29/1/10,71.2,0,5.64,56.8,1016.5
1126,30/1/10,70.1,0,9.9,52.9,1017.5
1127,31/1/10,72.5,0,5.52,42.6,1015.5
1128,1/2/10,71.3,0,2.65,50.4,1014.3
1129,2/2/10,68.5,0,7.36,49.9,1014.7
1130,3/2/10,70.4,0,10.7,48.1,1014.8
1131,4/2/10,68.6,0,8.17,48,1015.1
1132,5/2/10,72.8,0,2.3,50.6,1014.7
1133,6/2/10,72.5,0,3.91,57.1,1014.4
1134,7/2/10,72.1,0,8.4,53.3,1014.9
1135,8/2/10,68.1,0,13.81,55.9,1010
1136,9/2/10,64.6,0.02,3.8,28.1,1011.7
1137,10/2/10,63.3,0,13.35,30.1,1016.3
1138,11/2/10,70.9115384615384,0.000769230769231,7.34692307692308,46.3576923076923,1013.81153846154
1139,12/2/10,66,0,4.26,38.3,1017.1
1140,13/2/10,66.6,0,7.83,36.1,1017.1
1141,14/2/10,70.9115384615384,0.000769230769231,7.34692307692308,46.3576923076923,1013.81153846154
1142,15/2/10,74.3,0,7.25,32.7,1012.3
1143,16/2/10,64.8,0,12.43,36.3,1016.9
1144,17/2/10,63.1,0,7.83,29.9,1019.3
1145,18/2/10,67.1,0,6.67,32.9,1016.2
1146,19/2/10,70.1,0,5.98,53.5,1014.8
1147,20/2/10,74,0,4.6,50,1014.6
1148,21/2/10,73.1,0,4.6,47.9,1012.1
1149,22/2/10,73.1,0,11.16,48.7,1010.5
1150,23/2/10,74.1,0,4.95,52.4,1010.4
1151,24/2/10,75.8,0,5.18,51.5,1010
1152,25/2/10,74.9,0,9.44,58.1,1011.5
1153,26/2/10,77.3,0,7.48,59.3,1011.9
1154,27/2/10,78.8,0,6.9,54.7,1012.2
1155,28/2/10,78.4,0,10.01,51.5,1011.3
1156,1/3/10,78.8,0,13.35,61.9,1011.2
1157,2/3/10,80.5,0,8.06,63.6,1010.3
1158,3/3/10,79.2,0,16.8,60.7,1008.4
1159,4/3/10,78.3,0,14.61,63.3,1008.5
1160,5/3/10,76.8,0,5.75,60.4,1010.4
1161,6/3/10,78,0,7.83,55.8,1009.9
1162,7/3/10,71.8,0,5.52,59.4,1014.6
1163,8/3/10,79.4,0,2.07,53.6,1014.9
1164,9/3/10,74.5,0,3.68,51.9,1015.2
1165,10/3/10,81,0,4.03,47.5,1014.4
1166,11/3/10,84.1,0,3.8,41.4,1014.9
1167,12/3/10,85.4,0,4.95,46.2,1014.1
1168,13/3/10,86.2,0,6.9,52,1011.9
1169,14/3/10,84.9,0,11.51,54.7,1009.1
1170,15/3/10,83,0,7.71,61.6,1008.4
1171,16/3/10,85.8,0,8.63,61.6,1008.5
1172,17/3/10,82.9,0,7.25,60.2,1012.2
1173,18/3/10,89.3,0,10.01,55.6,1013.8
1174,19/3/10,91.4,0,3.22,49.8,1011.9
1175,20/3/10,91.4,0,8.4,44.5,1009
1176,21/3/10,85.4,0,12.66,59.8,1007.2
1177,22/3/10,84.1,0,12.66,66.2,1003.5
1178,23/3/10,83.8,0,13.46,66.6,1002.4
1179,24/3/10,85.6,0,6.67,65.9,1004.6
1180,25/3/10,84,0,7.48,65.6,1005.9
1181,26/3/10,83.4,0,9.21,60.8,1006.4
1182,27/3/10,85.3,0,6.33,57.4,1007.7
1183,28/3/10,87.9,0,9.21,53.8,1008.2
1184,29/3/10,79.5,0,11.51,65.3,1006
1185,30/3/10,87.9,0,8.86,61.5,1005.3
1186,31/3/10,84.5,0,8.86,60.4,1005.1
1187,1/4/10,85.9,0,13.12,66.7,1004.5
1188,2/4/10,87.4,0,13.58,62.1,1004
1189,3/4/10,83.7,0,7.36,60.9,1006.9
1190,4/4/10,83.5,0,7.25,55.3,1009.8
1191,5/4/10,85.8,0,2.65,56.8,1009.9
1192,6/4/10,86.9,0,4.6,52.5,1009.1
1193,7/4/10,88.9,0,6.67,48.7,1009.6
1194,8/4/10,87.6,0,6.67,53.6,1010.2
1195,9/4/10,88.3,0,9.67,54,1007.3
1196,10/4/10,86.2,0,12.08,61.5,1004
1197,11/4/10,88.5,0,18.99,58.1,1002.5
1198,12/4/10,91.7,0,8.06,58.1,1004.2
1199,13/4/10,93.3,0,3.8,62.1,1005.7
1200,14/4/10,92.9,0,8.86,54.5,1005.8
1201,15/4/10,89.5,0,10.36,65,1006.7
1202,16/4/10,88.7,0,11.62,71.3,1005.5
1203,17/4/10,91.1,0,13.46,70.2,1004.2
1204,18/4/10,92.1,0,16.8,65.7,1002.5
1205,19/4/10,89.7,0,20.14,62.2,1002.1
1206,20/4/10,89.8,0,18.07,62.5,1002
1207,21/4/10,87,0,14.38,66.2,1004
1208,22/4/10,88.6,0,3.45,59.4,1007.3
1209,23/4/10,89.2,0,11.74,53,1007.7
1210,24/4/10,90.6,0,14.96,62.4,1005.7
1211,25/4/10,88.7,0,15.19,68.2,1004.8
1212,26/4/10,89.5,0,14.61,71.2,1006.3
1213,27/4/10,92.4,0,7.25,62.7,1007.9
1214,28/4/10,88.9896551724138,0,10.7375862068966,61.1551724137931,1005.92068965517
1215,29/4/10,91.5,0,12.89,65.9,1004.5
1216,30/4/10,91.7,0,3.11,62.7,1007
1217,1/5/10,93.1,0,3.22,64.6,1007.8
1218,2/5/10,93.7,0,5.75,65.7,1006
1219,3/5/10,93.3,0,10.93,64.6,1003.2
1220,4/5/10,89.4,0,17.26,72.8,1002.5
1221,5/5/10,89.6,0,22.33,74.9,1001.4
1222,6/5/10,89.7,0,14.15,68.5,1002.1
1223,7/5/10,91.3,0,9.78,64.2,1003.4
1224,8/5/10,92.5,0,11.74,60.6,1003.8
1225,9/5/10,90.1,0,10.01,64.4,1003.3
1226,10/5/10,91.5,0,13.23,62.2,1003.4
1227,11/5/10,91.4,0,9.44,66.5,1002.9
1228,12/5/10,94.8,0,9.9,64.1,1002.5
1229,13/5/10,93.3,0,11.74,69.7,1001.4
1230,14/5/10,95.1,0,10.82,64.3,999.8
1231,15/5/10,93.5,0,16.11,75.9,999.8
1232,16/5/10,92.6,0,17.72,73.2,1000.6
1233,17/5/10,94.1,0,16.11,70.4,1002.9
1234,18/5/10,95.9,0,8.86,70,1003.1
1235,19/5/10,95,0,6.56,67.8,1001.9
1236,20/5/10,98.2,0,7.48,66.4,1000.3
1237,21/5/10,94.7,0,12.2,73.6,1000
1238,22/5/10,92.4,0,18.64,75.3,1000.8
1239,23/5/10,96.7,0,23.94,69.8,1000.1
1240,24/5/10,93.6,0,18.76,69.8,999.4
1241,25/5/10,94.9,0,24.97,68.7,998.1
1242,26/5/10,95,0,32.91,70.6,997.4
1243,27/5/10,94,0,33.83,68.6,998.4
1244,28/5/10,93.3,0,27.27,72.3,1000.3
1245,29/5/10,93.7,0,12.08,68.2,1002
1246,30/5/10,92.3,0,15.54,73.1,1002.3
1247,31/5/10,90.4,0,18.76,72.9,1002.5
1248,1/6/10,89.3,0,20.37,73,1003.8
1249,2/6/10,90.7,0,14.96,76.3,1005.2
1250,3/6/10,92.2,0,20.94,72.1,1005.9
1251,4/6/10,90.6,0,29.34,73.8,1005.8
1252,5/6/10,90.6,0,21.86,72.3,1003.9
1253,6/6/10,78.9,0.24,17.03,75.3,997.9
1254,7/6/10,84.5,2.77,3.8,74.9,1001.7
1255,8/6/10,87.5,0,10.59,75.4,1003.2
1256,9/6/10,88.1,0,12.89,75,1002.3
1257,10/6/10,91.1,0,12.77,72.9,1002.6
1258,11/6/10,91.1,0,10.36,71.4,1001.5
1259,12/6/10,91.4,0,10.24,73.3,999.8
1260,13/6/10,91.4,0,13.46,75.8,998
1261,14/6/10,90.3,0,16.34,76.4,997.1
1262,15/6/10,90.2,0,8.29,75.7,999.4
1263,16/6/10,91.5,0,6.9,75.3,999.4
1264,17/6/10,91,0,11.39,75.3,1000.1
1265,18/6/10,91.6,0,11.39,75.6,1001.4
1266,19/6/10,93.5,0,11.16,73.9,1000.7
1267,20/6/10,93.6,0,15.77,74.8,999.7
1268,21/6/10,91.5,0,17.15,75.9,1000
1269,22/6/10,88.9,0,29.92,76.4,998.6
1270,23/6/10,90.2,0,27.27,76.5,997.2
1271,24/6/10,90.4,0,26.7,77.6,995.6
1272,25/6/10,90.1,0,16.11,77.7,996.2
1273,26/6/10,90.9,0,11.39,77.4,997.3
1274,27/6/10,88.9,0,23.59,75.1896551724138,1000.14482758621
1275,28/6/10,88.8,2.76,28.08,76.4,997
1276,29/6/10,89.3,0,27.62,77.3,996.4
1277,30/6/10,89.6,0,24.74,76.8,996.5
1278,1/7/10,89.8,0,18.99,76.3,996.8
1279,2/7/10,89.9,0,14.85,75.8,998.5
1280,3/7/10,91.9,0,9.21,75.5,999.7
1281,4/7/10,94.2,0,9.44,75.4,997.3
1282,5/7/10,91.1,0,8.63,77.2,998
1283,6/7/10,87.4,0,11.85,76.7,999.9
1284,7/7/10,89.2,0,8.06,77.5,1000.7
1285,8/7/10,88.5,0.58,8.06,79.2,1002.5
1286,9/7/10,91.6,0,3.45,77.5,1001.4
1287,10/7/10,91.5,0,24.28,78,1000.4
1288,11/7/10,88.1,0,31.88,77.5,998.7
1289,12/7/10,88.2,0,33.6,77.4,995.8
1290,13/7/10,89,0,23.82,78.1,999.3
1291,14/7/10,90.4,0,15.54,76.6,1002
1292,15/7/10,92,0,12.66,76.7,1000.7
1293,16/7/10,91.6,0,10.59,77,998.6
1294,17/7/10,93.2,0,9.78,76.4,997.9
1295,18/7/10,93.4,0,14.96,77.6,997.8
1296,19/7/10,91.5,0,20.71,77.6,994.7
1297,20/7/10,89.6827586206897,0.047931034482759,13.0675862068966,77.0793103448276,998.220689655173
1298,21/7/10,89.6827586206897,0.047931034482759,13.0675862068966,77.0793103448276,998.220689655173
1299,22/7/10,90.1,0,6.79,76.4,996.8
1300,23/7/10,87.9,0,11.16,77,998.1
1301,24/7/10,87.8,0,17.26,75.7,996.4
1302,25/7/10,88.8,0,13.81,75.9,994.5
1303,26/7/10,88.2,0,5.75,77.2,994.2
1304,27/7/10,86.6,0.18,6.9,79.9,994.4
1305,28/7/10,83.6,0.26,4.26,80.1,996.7
1306,29/7/10,85.6,0.33,8.17,77.5,997.3
1307,30/7/10,88.4,0.04,6.21,76.5,999.6
1308,31/7/10,91.3,0,8.29,75.1,999.7
1309,1/8/10,88.3,0,10.01,78.5,999.7
1310,2/8/10,83.8,0.27,5.52,77.8,998.6
1311,3/8/10,83.4,0.12,2.3,78.6,997.3
1312,4/8/10,85.3,0,3.11,77.6,997.2
1313,5/8/10,87.6,0,9.09,76.7,1000.3
1314,6/8/10,86.7,0,5.87,77.4,1002.4
1315,7/8/10,87.6,0.05,4.26,79.9,1000.9
1316,8/8/10,86.2,0.19,10.01,79.5,999.4
1317,9/8/10,86.1,1.02,2.88,78.3,999.9
1318,10/8/10,87.6,0,9.21,79,1001
1319,11/8/10,87.7,0,13.23,78.4,1001.6
1320,12/8/10,87.2,0,14.96,77,1001.4
1321,13/8/10,86.7,0,14.96,78,1001.2
1322,14/8/10,87.9,0,14.96,77.4,1000.4
1323,15/8/10,86.8,0,8.52,78.2,1001.1
1324,16/8/10,85.3,1.48,5.98,78.2,1002.3
1325,17/8/10,87.6,0.03,8.86,78.5,1000.2
1326,18/8/10,87.5,0,14.38,76.6,999.3
1327,19/8/10,87.1,0,16.34,76.3,1001.8
1328,20/8/10,86.2,0,15.77,77.6,1003.6
1329,21/8/10,86.9,0,15.54,76.6,1002.2
1330,22/8/10,87.1,0,24.17,74.9,1001
1331,23/8/10,87.2,0,26.93,74.5,999.8
1332,24/8/10,86.2,0,26.12,76.2,998.2
1333,25/8/10,87.3,0,20.14,77.5,1000.1
1334,26/8/10,88.4,0,6.33,78.2,1002.7
1335,27/8/10,91.6,0,7.48,77.4,1002.3
1336,28/8/10,93.4,0,2.3,75.8,1000.9
1337,29/8/10,92.2,0,6.9,74.4,1000.5
1338,30/8/10,88.8,0,10.59,76.8,998.2
1339,31/8/10,89.8,0,5.75,79.3,998
1340,1/9/10,88,0,7.13,77.5,1001
1341,2/9/10,89.9,0.06,4.6,78.6,1002
1342,3/9/10,89.6,0,9.78,78,1000.5
1343,4/9/10,86.8,0,16.11,77.4,999.6
1344,5/9/10,88.6,0,13.69,77.3,1001.5
1345,6/9/10,89,0,9.78,76.4,1001.3
1346,7/9/10,88.4,0,16.46,75.3,999.4
1347,8/9/10,87.8,0,9.21,75.6,1000.2
1348,9/9/10,90.7,0,10.01,76.2,1000.2
1349,10/9/10,85.8,0,8.06,78.5,999.6
1350,11/9/10,84.8,0.65,3.8,77,1001
1351,12/9/10,85.2,0,2.88,77.8,1002.5
1352,13/9/10,87.2,0,10.47,75.8,1001.7
1353,14/9/10,85.4,0,10.7,75.7,1002.1
1354,15/9/10,86.3,0,5.52,75.4,1003.5
1355,16/9/10,86.5,0,10.93,73.7,1003.6
1356,17/9/10,85.3,0,14.61,74,1002.4
1357,18/9/10,87.7,0,8.4,74.4,1001.9
1358,19/9/10,86.3,0,11.74,69.7,1004.7
1359,20/9/10,88.5,0,5.18,68.1,1005.8
1360,21/9/10,88.8,0,7.6,61.5,1006.3
1361,22/9/10,86.4,0,13.46,62.8,1006.1
1362,23/9/10,84.4,0,14.04,72.1,1005.2
1363,24/9/10,84.8,0,11.16,73.2,1005.7
1364,25/9/10,85,0,8.86,71.9,1007.4
1365,26/9/10,84.9,0,4.37,66.2,1008.9
1366,27/9/10,86.3,0,3.45,63.2,1009.7
1367,28/9/10,87.6,0,6.9,65,1008.6
1368,29/9/10,88.8,0,5.98,68.1,1009.1
1369,30/9/10,89.3,0,5.41,66.6,1008.7
1370,1/10/10,90,0,2.65,66.6,1008.1
1371,2/10/10,91.3,0,3.45,64.8,1006.3
1372,3/10/10,92.2,0,4.26,63.5,1006.9
1373,4/10/10,92.3,0,6.67,58.6,1006.2
1374,5/10/10,90,0,6.1,53.7,1005.4
1375,6/10/10,90.2,0,5.75,53,1005.5
1376,7/10/10,88.7,0,7.48,67.8,1005.1
1377,8/10/10,87,0,10.01,71.4,1004.8
1378,9/10/10,84.8,0,13.46,73.5,1003.3
1379,10/10/10,84.7,0,11.51,75.2,1002.4
1380,11/10/10,86,0,8.52,73.7,1005.4
1381,12/10/10,85.2,0,4.95,71.6,1009.4
1382,13/10/10,86,0,3.8,68.8,1009.5
1383,14/10/10,86.1,0,7.48,67.5,1007.8
1384,15/10/10,84.1,0,8.29,69.9,1007.9
1385,16/10/10,85.6,0,9.67,72.3,1006.6
1386,17/10/10,87.1,0,5.52,67.3,1005.4
1387,18/10/10,87.5,0,7.25,65,1006.7
1388,19/10/10,88.8,0,2.65,65.8,1007.7
1389,20/10/10,90.3,0,2.3,64.4,1007.4
1390,21/10/10,85.4,0,7.71,67,1004.3
1391,22/10/10,85.1,0,7.71,64,1000.7
1392,23/10/10,80.7,0,4.6,66.6,1005.3
1393,24/10/10,83.8,0,4.03,60.9,1008
1394,25/10/10,79.7,0,12.31,62.5,1009.3
1395,26/10/10,82.3,0,4.26,53.4,1011.1
1396,27/10/10,81.1,0,1.15,54.6,1011.8
1397,28/10/10,81.4,0,4.6,60.3,1011.6
1398,29/10/10,81.4,0,7.6,66.6,1012
1399,30/10/10,80,0,7.48,61.3,1014.2
1400,31/10/10,80.4,0,6.33,59.5,1015.3
1401,1/11/10,80.1,0,4.14,57.1,1011.6
1402,2/11/10,82.9,0,4.14,54.8,1012.7
1403,3/11/10,78.3,0,1.38,54.7,1014.1
1404,4/11/10,77,0,0,55.6,1012.7
1405,5/11/10,83.7,0.001071428571429,2.3,54.8,1011.2
1406,6/11/10,79.6,0,5.29,52.1,1011.5
1407,7/11/10,80.9,0,9.44,54,1012
1408,8/11/10,77.1,0,8.52,52.6,1013.6
1409,9/11/10,81.7,0,24.86,47.8,1014.2
1410,10/11/10,81.5,0,12.66,56.8,1013.6
1411,11/11/10,81.5,0,6.21,62.9,1010
1412,12/11/10,80.5,0,2.99,69.9,1008
1413,13/11/10,80.4,0,6.9,58.3,1008.6
1414,14/11/10,78.6,0,13.35,57.7,1013.9
1415,15/11/10,76.6,0,11.05,54.7,1014.2
1416,16/11/10,76.2,0,8.63,52,1012.8
1417,17/11/10,75.2,0,9.67,52.2,1012.1
1418,18/11/10,75.4,0,4.95,53.5,1013.7
1419,19/11/10,71.7,0,0.35,48.8,1013.4
1420,20/11/10,74.8,0,1.96,48.4,1010.2
1421,21/11/10,75.3,0,3.11,49.5,1008.7
1422,22/11/10,67.2,0.03,7.25,59.8,1009.9
1423,23/11/10,70.4,0,13.81,58.3,1010.8
1424,24/11/10,70.4,0,12.2,53.7,1012
1425,25/11/10,71.8,0,3.8,51.8,1013.7
1426,26/11/10,76.0241379310345,0.001071428571429,6.72689655172414,53.2862068965517,1012.21034482759
1427,27/11/10,70.1,0,2.3,45.8,1011.9
1428,28/11/10,70.4,0,2.88,45,1013.5
1429,29/11/10,69.8,0,7.83,41.8,1015.6
1430,30/11/10,65.6,0,3.11,40.9,1013.9
1431,1/12/10,69.3,0,0.35,45.5,1012
1432,2/12/10,65.5,0,5.06,44.1,1015.1
1433,3/12/10,65.8,0,4.6,44.3,1014.4
1434,4/12/10,67.8,0,8.63,44.2,1012.5
1435,5/12/10,66.7,0,10.36,40.9,1012.1
1436,6/12/10,65.3,0,8.75,44.3,1013.5
1437,7/12/10,68.7,0,15.19,48.3,1014.2
1438,8/12/10,64.5,0,6.56,45.9,1012.9
1439,9/12/10,60.8,0,6.44,40.2,1011.7
1440,10/12/10,67.1,0,0.92,35,1011.2
1441,11/12/10,65,0,3.8,44.7,1010.2
1442,12/12/10,69.1,0,9.21,48.3,1007
1443,13/12/10,60.9,0,4.6,49.1,1010.1
1444,14/12/10,64.4,0,5.75,46.6,1014.2
1445,15/12/10,67.6,0,1.61,46.5,1014.4
1446,16/12/10,64.3,0,1.15,52,1014.1
1447,17/12/10,67.1,0,4.26,50.4,1014.6
1448,18/12/10,67.5,0,5.98,52.3,1015.4
1449,19/12/10,65.2,0,8.86,48.3,1017.8
1450,20/12/10,64.1,0,4.14,48,1018.7
1451,21/12/10,64.6,0,3.68,49.6,1014.2
1452,22/12/10,61.3,0,1.96,48.5,1009.2
1453,23/12/10,67.4,0,4.26,48,1009.8
1454,24/12/10,63.7,0,11.85,45,1014.1
1455,25/12/10,58.6,0,3.68,42.4,1013.3
1456,26/12/10,62.8,0,1.73,41.9,1013.1
1457,27/12/10,65.5,0,15.54,43.3,1013.9
1458,28/12/10,64.1,0,14.61,43.6,1013.8
1459,29/12/10,62.3,0,10.7,43,1014.1
1460,30/12/10,61.2,0,4.6,37.2,1013.3
1461,31/12/10,59.3,0,2.65,34,1013.1
1462,1/1/11,63.1,0,2.65,36.4,1015.2
1463,2/1/11,60.9,0,2.99,36.6,1014.3
1464,3/1/11,60.2,0,7.94,41.6,1015.9
1465,4/1/11,58.1,0,10.47,44.7,1015.9
1466,5/1/11,54.1,0,10.13,45,1016.7
1467,6/1/11,53.6,0,9.55,44.7,1016.7
1468,7/1/11,52.4,0,4.95,45.7,1014.8
1469,8/1/11,54.7,0,4.6,44.7,1013.5
1470,9/1/11,57,0,10.36,43.2,1016.5
1471,10/1/11,58.4,0,4.26,40.2,1015.6
1472,11/1/11,61.7,0,3.68,47.1,1012.7
1473,12/1/11,64.4,0,2.65,52.8,1010.9
1474,13/1/11,68.3,0,4.26,51.6,1010.6
1475,14/1/11,63.6,0,4.6,45.5,1012.7
1476,15/1/11,57.2,0,2.76,35.8,1016.2
1477,16/1/11,62.1,0,1.84,25.3,1016.1
1478,17/1/11,67.6,0,6.56,47.5,1011.5
1479,18/1/11,63.7,0,3.45,40.9,1013.5
1480,19/1/11,63.9,0,1.96,39.7,1013.6
1481,20/1/11,63.4,0,5.41,45.4,1014.1
1482,21/1/11,65.6,0,2.65,48,1014.9
1483,22/1/11,71,0,2.65,47.8,1015.6
1484,23/1/11,70.2,0,4.14,43.9,1016.5
1485,24/1/11,70.2,0,10.24,41.4,1016.3
1486,25/1/11,66.1,0,3.91,35.7,1017.2
1487,26/1/11,62.6,0,11.16,33.2,1019.9
1488,27/1/11,64,0,5.75,33.5,1019.2
1489,28/1/11,67.4,0,3.34,33.7,1015.5
1490,29/1/11,65.3,0,11.16,48.5,1013.2
1491,30/1/11,64.1,0,13.12,43.1,1017.7
1492,31/1/11,62.8,0,14.61,45.4,1018.4
1493,1/2/11,68,0,3.91,45.9,1017
1494,2/2/11,70.1,0,3.45,45.3,1016.2
1495,3/2/11,72.5,0,3.22,48.5,1014.4
1496,4/2/11,72,0,5.98,53.3,1013.2
1497,5/2/11,74.6,0,4.95,54.8,1011.4
1498,6/2/11,71,0,15.77,61.7,1009.4
1499,7/2/11,69.8,0,6.21846153846154,50.4846153846154,1013.01153846154
1500,8/2/11,67.1,0,5.87,46,1010.6
1501,9/2/11,65.2,0,8.4,44.7,1011.5
1502,10/2/11,71.7,0,7.6,43.8,1012.1
1503,11/2/11,71,0,13.23,47.1,1012.2
1504,12/2/11,69.7,0,4.83,51.4,1010.3
1505,13/2/11,63.8,0,6.33,57,1009.3
1506,14/2/11,66.1,0,3.8,56.7,1008.9
1507,15/2/11,65.5,0,6.44,55.2,1010.7
1508,16/2/11,66.7,0,1.96,52.8,1012.6
1509,17/2/11,67.3,0,1.15,50.7,1013.5
1510,18/2/11,68,0,6.9,50.1,1011.8
1511,19/2/11,66.7,0,8.75,52.6,1015.2
1512,20/2/11,69.8,0,6.21846153846154,50.4846153846154,1013.01153846154
1513,21/2/11,68.4,0,10.93,47.3,1018.2
1514,22/2/11,68.9,0,2.3,48.4,1015.3
1515,23/2/11,70.8,0,2.65,51.7,1014.5
1516,24/2/11,72.7,0,0.35,54,1013.2
1517,25/2/11,78.3,0,12.43,51.8,1010.7
1518,26/2/11,74.1,0,6.9,45.8,1014
1519,27/2/11,72.8,0,9.44,44.8,1017
1520,28/2/11,71.8,0,4.14,51.2,1015.1
1521,1/3/11,67.1,0,17.26,56.5,1014.1
1522,2/3/11,64.4,0,10.7,53.9,1012.8
1523,3/3/11,72.7,0,8.63,57.1,1011.8
1524,4/3/11,69.4,0,5.06,57.6,1012.1
1525,5/3/11,79.5766666666667,0,7.76366666666667,54.58,1009.74
1526,6/3/11,74,0,12.66,58.1,1015.6
1527,7/3/11,75.2,0,6.1,58.1,1015.3
1528,8/3/11,74.6,0,4.95,54.4,1013.3
1529,9/3/11,75.1,0,2.65,44.3,1012.3
1530,10/3/11,72.5,0,1.5,43.1,1013.9
1531,11/3/11,75.3,0,1.61,43.4,1013.7
1532,12/3/11,79.2,0,5.87,43.8,1011
1533,13/3/11,82,0,3.68,55.5,1010.4
1534,14/3/11,84.7,0,5.75,59.4,1008.5
1535,15/3/11,85.6,0,3.8,61,1009.6
1536,16/3/11,90.5,0,4.14,57.3,1008.4
1537,17/3/11,85.6,0,8.75,54.5,1006.4
1538,18/3/11,83.6,0,8.86,50.5,1005.4
1539,19/3/11,84.9,0,10.59,53.2,1003.1
1540,20/3/11,81.1,0,5.06,40.6,1005.7
